圈层ID,总词数,总句子数,平均句长,型例比(TTR),分析性(Analytic),影响力(Clout),真实性(Authentic),积极语气(Tone_pos),消极语气(Tone_neg),净语气(Tone_net),高频词(Top20)
36369,34,10,6.0,0.5882,0.058824,0.029412,0.0,0.029412,0.0,0.029412,妇女节(0); 一篇(1); 非常(2); 棒(3); 博文(4); 推荐(5); 大家(6); 阅读(7); 飞机(8); 轉發(9)
40574,175,33,10.27,0.3829,0.051429,0.005714,0.0,0.005714,0.0,0.005714,二哈(0); 下(1); 奔跑(2); 小子(3); 2023(4); http(5); t(6)
28714,507,34,23.24,0.5424,0.071006,0.009862,0.021696,0.00789,0.001972,0.005917,邓为(0); 悲伤(1); 心(2); 这样(3); 精神(4); 胜利(5); 感恩(6)
19796,135,41,6.27,0.5259,0.022222,0.007407,0.022222,0.007407,0.007407,0.0,Repost(0); 码(1); 不用(2); 愿以(3); 渺小(4); 启程(5); 伟大(6)
27199,26,10,5.9,0.5385,0.0,0.0,0.0,0.0,0.0,0.0,快(0); 看看(1); DeePSeeK(2); 火烧(3); 培训师(4); 跟(5); 傅盛学(6); Repost(7); 培训(8)
25462,1602,111,24.89,0.1161,0.080524,0.016854,0.033708,0.001248,0.001248,0.0,文科(0); 落后(1); 欧美(2); 价值观(3); 本国(4); 故事(5); 实力(6); 输出(7); 软(8); 中国(9); 大陆(10)
26513,293,56,8.73,0.3686,0.027304,0.0,0.010239,0.003413,0.010239,-0.006826,公务员(0); 上岗(1); 工具(2); 可爱(3); 抽奖(4)
21696,214,15,23.2,0.1916,0.126168,0.0,0.0,0.0,0.0,0.0,很多(0); 朋友(1); 问到(2); 问题(3); 普通人(4); 抓住(5); 低空(6); 经济(7); 风口(8); 答案(9)
42907,26,13,4.0,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,
23062,1601,108,26.98,0.1199,0.12742,0.019363,0.083698,0.001874,0.0,0.001874,危机(0); 爆发(1); 防范(2); 化解(3); 系统性(4); 金融风险(5); 而是(6); 应对(7); 无法(8)
49,1007,71,22.32,0.2751,0.09136,0.007944,0.010924,0.0,0.0,0.0,微笑(0); 侮辱(1); 处罚(2); 肘子(3); 猪蹄(4)
33061,20,10,4.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,
29363,31,15,3.93,0.1613,0.0,0.0,0.0,0.032258,0.0,0.032258,赞(0)
775,83,38,4.21,0.1205,0.0,0.0,0.0,0.0,0.0,0.0,轉發(0); 收藏(1); 心(2); 苦涩(3); 打(4); call(5)
27589,1030,84,19.62,0.2718,0.061165,0.005825,0.045631,0.013592,0.0,0.013592,哈哈哈哈(0); 重工(1); 组长(2); 于彦舒(3)
42290,28,10,5.7,0.3571,0.0,0.0,0.0,0.0,0.0,0.0,http(0); t(1); cn(2); A61mffPq(3)
42469,35,13,5.0,0.3143,0.0,0.0,0.0,0.0,0.0,0.0,深圳(0); 夜校(1); 免费(2); 教(3); 央视(4); 财经(5)
31007,60,15,7.4,0.55,0.016667,0.0,0.0,0.0,0.0,0.0,good(0); 全国(1); 人大代表(2); 科大(3); 讯(4); 飞(5); 董事长(6); 刘庆峰(7); 建议(8); 加快(9); 构建(10); 国产(11)
17175,21,9,4.33,0.3333,0.0,0.0,0.0,0.047619,0.0,0.047619,加油(0); 学(1); 起来(2)
46751,32,10,4.9,0.375,0.25,0.15625,0.21875,0.0,0.0,0.0,不会(0); 应该(1); 大规模(2); 小规模(3); 别(4)
14649,239,19,19.95,0.1255,0.117155,0.041841,0.041841,0.0,0.0,0.0,应用(0); 肯定(1); 中国(2); 率先(3); 爆发(4); 问题(5); 再次(6); 引发(7); 更(8); 深层(9)
33167,28,14,4.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,
20919,104,16,11.31,0.3942,0.0,0.0,0.0,0.009615,0.0,0.009615,深圳(0); 警察(1); 上线(2); 啦(3); 太酷(4); 赞(5); 专家(6); 称(7); 不必(8)
51143,23,9,5.0,0.3913,0.043478,0.0,0.0,0.0,0.0,0.0,每天(0); 认真学习(1); _(2); nee(3)
24137,63,29,4.34,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,迎来(0); 全面(1); Repost(2)
24798,166,37,7.62,0.4157,0.048193,0.006024,0.012048,0.024096,0.0,0.024096,太(0); 开心(1); 三年(2); 专业(3); 人数(4); 缓冲期(5)
38497,18,9,4.0,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,
5726,49,13,6.85,0.5714,0.040816,0.0,0.020408,0.0,0.0,0.0,qweqwezscz(0); 信(1); doge(2); 铁饭碗(3); 永远(4)
28322,69,11,10.18,0.6377,0.028986,0.028986,0.028986,0.0,0.0,0.0,社保(0); 骑手(1); 交(2); 平台(3); 避认(4); 劳动(5); 关系(6); 成(7); 奢侈品(8); 真的(9); 无奈(10); 希望(11)
27686,412,19,39.79,0.0413,0.0,0.0,0.0,0.0,0.0,0.0,2025(0); 单独(1); 招生(2); 临汾(3); 职业(4); 学院(5); 山西省(6); 高职(7); 单招(8)
28128,392,24,29.0,0.4923,0.094388,0.015306,0.007653,0.0,0.0,0.0,低(0); 全球(1); 劳动力(2); 带来(3); 重塑(4); 市场(5); 精英(6)
20758,3646,333,18.27,0.1931,0.061711,0.015085,0.035656,0.001646,0.007405,-0.00576,公务员(0); 铁饭碗(1)
27370,530,51,16.76,0.3491,0.069811,0.00566,0.016981,0.003774,0.007547,-0.003774,有人(0); 很多(1); 魔(2); 由(3); 心生(4)
25538,72,36,4.03,0.0972,0.0,0.0,0.0,0.0,0.0,0.0,Repost(0); 开学(1); 季(2)
24147,17,9,3.89,0.1765,0.0,0.0,0.0,0.0,0.0,0.0,哈哈哈(0)
26940,316,36,14.31,0.4715,0.110759,0.025316,0.050633,0.009494,0.0,0.009494,外企(0); 企业(1); 这样(2)
25194,2553,129,38.52,0.0897,0.028594,0.000392,0.004309,0.001567,0.0,0.001567,vivo(0); 手机(1); 体验(2); OriginOS(3); 满血(4); 版(5); DeepSeek(6); R1(7)
23608,72,27,4.56,0.3194,0.055556,0.0,0.041667,0.0,0.0,0.0,一下(0); 酸(1); 喵(2); 了解(3); 太(4); 厉害(5); 确实(6); 不错(7); 实用(8)
16684,729,59,20.29,0.3402,0.079561,0.00823,0.026063,0.0,0.0,0.0,没(0); 1450(1); 笑(2); cry(3); 美国(4)
24969,2405,320,12.81,0.269,0.092723,0.0079,0.0158,0.002495,0.000832,0.001663,医生(0)
26281,37,19,3.84,0.1351,0.027027,0.0,0.0,0.0,0.0,0.0,包背(0); 打卡(1)
2575,375,160,4.59,0.1093,0.013333,0.005333,0.005333,0.0,0.0,0.0,养老(0); 关于(1); 深化(2); 服务(3); 改革(4); 意见(5); 提高(6); 护理职业(7); 吸引力(8); 朝阳产业(9); 经济(10)
24448,129,42,5.5,0.3178,0.0,0.0,0.015504,0.015504,0.0,0.015504,哈哈(0); 平移(1); 笑(2); 死(3); 当(4); 科幻(5); 照进(6); 现实(7); 互联网(8)
16598,89,15,10.33,0.5506,0.11236,0.011236,0.033708,0.0,0.0,0.0,Deepseek(0); 每(1); 适合(2); 人生(3); 抉择(4); 出发(5); 不会(6); 看似(7)
35132,330,29,17.62,0.4424,0.057576,0.015152,0.030303,0.0,0.0,0.0,鸡蛋(0); 回复(1); 无可(2); 911(3); 2.5(4); 美金(5)
37342,647,58,18.81,0.4807,0.058733,0.009274,0.020093,0.001546,0.003091,-0.001546,年(0); 高端(1); 制造业(2); 回归(3); 更(4)
15024,111676,4394,47.21,0.0138,0.010101,0.000492,0.032773,0.013432,7.2e-05,0.01336,http(0); t(1); cn(2); _(3); 好笑(4); 哈哈哈(5); 笑(6); 哈哈哈哈(7); 草(8); 哈哈(9)
27419,147,29,9.21,0.4966,0.07483,0.013605,0.034014,0.0,0.0,0.0,工厂(0); 基本(1); 这样(2); 就是(3); 恶性循环(4); 世界(5); 却(6); 不想(7); 工人(8); 生活(9)
26415,313,52,9.94,0.4441,0.047923,0.003195,0.028754,0.00639,0.0,0.00639,笑(0); cry(1); 金牌(2); 喧哗(3); 折叠(4); 圈(5)
22550,457,57,13.51,0.3282,0.052516,0.017505,0.026258,0.002188,0.0,0.002188,少(0); 机器(1); 分配(2); 问题(3)
19996,64,15,7.27,0.4219,0.0625,0.0,0.03125,0.0,0.0,0.0,总结(0); 结果(1); 就是(2); 我能(3); 从事(4); 科技(5); 事儿(6); 工地(7); 搬(8); 砖(9)
44429,81,9,16.33,0.5062,0.111111,0.012346,0.012346,0.0,0.0,0.0,考研(0); 计算机专业(1); 竞争(2); 激烈(3); 计算机(4); 宝子们(5); 还(6); 毫无(7); 头绪(8); 看着(9)
22789,273,81,5.98,0.3443,0.062271,0.007326,0.051282,0.010989,0.0,0.010989,专业(0); 了解(1); 山东大学(2); 一定(3); 选(4); 开学(5); 季(6)
25169,280,44,11.11,0.2071,0.010714,0.0,0.0,0.0,0.0,0.0,装甲(0); 战兔(1); Multivac(2); 酿(3); 青椒(4); 笨贼(5); Athusin(6); 克劳(7); 艾莉欧(8); 魔贱(9); Repost(10); 算是(11)
24353,33,10,6.6,0.5455,0.0,0.0,0.0,0.0,0.0,0.0,2025(0); 努力(1); 一图(2); 读懂(3); 年(4); 广州市政府(5); 报告(6); 轉發(7); 搞钱(8); 广州(9); 两会(10)
17890,63,13,8.85,0.5397,0.047619,0.0,0.0,0.031746,0.0,0.031746,哈哈(0); 酱(1); ing(2); 考研(3); 奋斗(4); 青年(5); ing111(6); DeepSeek(7); 总结(8); 高(9); 收入(10); 不易(11)
21131,26789,1363,29.57,0.0353,0.032028,0.005226,0.009892,0.001008,0.008922,-0.007914,主持人(0); 没想到(1); ZS(2); 第一个(3); 苦涩(4); RED(5); Tiger(6); 公子(7); 亚尼(8)
28120,131,18,13.22,0.5878,0.076336,0.038168,0.015267,0.0,0.0,0.0,风险(0); 改变(1); 分析(2); 得(3); 进步(4); 深度(5); DeepSeek(6); 机会(7)
21570,131,25,8.96,0.5344,0.038168,0.007634,0.007634,0.0,0.0,0.0,以后(0); 房(1); 沐浴(2); 店(3); 卖(4); 第三产业(5); 解决不了(6); 就是(7)
26619,20,11,3.64,0.15,0.0,0.0,0.0,0.05,0.0,0.05,加油(0)
42042,124,15,14.73,0.5484,0.040323,0.0,0.032258,0.008065,0.0,0.008065,doge(0); 杭州(1); 余杭(2); 公务员(3); 24(4); 小时(5); 在线(6); 淡淡的(7); http(8)
24674,793,145,9.41,0.3052,0.080706,0.015132,0.045397,0.002522,0.002522,0.0,老板(0); 重要(1)
41399,33,9,6.22,0.4848,0.060606,0.0,0.060606,0.0,0.0,0.0,光学(0); 别国(1); 特色(2); 智驾许(3); 全蛋(4)
24805,1860,110,27.21,0.0855,0.052688,0.001613,0.004301,0.058602,0.0,0.058602,赞(0); 搜(1); 热点(2); 微博智(3); 创作(4); 大赛(5); 优秀(6)
12859,57,24,4.58,0.193,0.017544,0.0,0.0,0.0,0.0,0.0,2025(0); 年(1); 省考(2); 上岸(3); 锦鲤(4)
21602,1073,66,26.47,0.246,0.097856,0.025163,0.075489,0.001864,0.0,0.001864,他们(0); 我们(1); 小兮(2); 198506(3); 长余(4); 量化(5)
48282,22,11,4.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,
28031,58,25,4.88,0.2759,0.0,0.0,0.0,0.0,0.0,0.0,Repost(0); deepseek(1); 数字化(2); 能力(3); 兴趣(4); 领域(5); 垂直(6); 深耕(7); 馋嘴(8)
46540,34,16,4.25,0.1765,0.0,0.0,0.0,0.0,0.0,0.0,申论(0); 主题(1); 公式(2); 框架(3)
39413,24,12,4.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,
11998,212,99,4.17,0.1038,0.0,0.0,0.0,0.0,0.0,0.0,本英(0); 专(1); 生存(2); 打(3); call(4); 妈妈(5); deepseek(6); 起来(7); 存(8); 收到(9); 英语(10)
29182,119,49,4.76,0.1933,0.02521,0.0,0.008403,0.0,0.0,0.0,夸克(0); 哪些(1); DeepSeek(2); 体验(3); 这轮(4); 竞赛(5); 里(6); 参赛(7); 风格(8); 有点(9)
22195,2537,1140,4.43,0.0477,0.008672,0.0,0.00473,0.000394,0.0,0.000394,回报率(0); 人生(1); 最高(2); 事(3); 26(4); 件(5); deepseek(6); 轉發(7); Repost(8)
22826,454,183,4.74,0.0947,0.006608,0.0,0.002203,0.002203,0.0,0.002203,Tracy(0); 馨荛(1); 跪(2); 可怜(3); 委屈(4); 收藏(5); 看且(6)
39275,105,53,3.91,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,1(0)
16579,517,22,38.23,0.4159,0.135397,0.009671,0.030948,0.003868,0.001934,0.001934,医生(0); 辅助(1); 水平(2); 提升(3); 经验(4)
19351,11760,311,56.82,0.0208,0.169728,0.004677,0.02432,0.004592,0.004422,0.00017,变化(0); 转移(1); 范式(2); 人生(3)
32034,28,14,4.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,
28027,699,284,4.59,0.0243,0.004292,0.0,0.0,0.008584,0.0,0.008584,笑(0); 不语(1); 淡淡的(2); 微笑(3); 鼓掌(4); 哈哈(5); 馋嘴(6); 太(7); 开心(8); 可爱(9); 嘻嘻(10); 挤眼(11)
14825,40,9,7.78,0.25,0.0,0.0,0.0,0.0,0.0,0.0,打(0); call(1); 锦鲤(2); 附体(3); good(4)
20602,3905,423,15.53,0.1739,0.078361,0.015109,0.032522,0.014085,0.0,0.014085,哪吒(0); 我们(1); 赞(2); 多(3)
46934,489,55,13.98,0.3476,0.155419,0.00818,0.0409,0.018405,0.0,0.018405,夸克(0); 真的(1); 选(2); 全面(3); 非常(4); 方向(5); 专业(6); 财会(7); 重要(8); 太(9)
17634,1841,97,29.54,0.1315,0.072243,0.013036,0.048343,0.009234,0.0,0.009234,这次(0); 职业(1); 完蛋(2); 增加(3)
45022,731,280,4.84,0.1464,0.035568,0.002736,0.008208,0.01368,0.0,0.01368,浦缎(0); 兔甲(1); 貉(2); 凸(3); 牡(4); 截珊(5); 不错(6); 赞(7); 这些(8)
45012,2811,891,5.45,0.1142,0.015653,0.0,0.020989,0.009249,0.000711,0.008538,一下(0); 明天(1); 存(2); Repost(3); 码(4)
47437,732,46,25.98,0.2527,0.06694,0.005464,0.010929,0.006831,0.0,0.006831,专业(0); 老师(1); 当(2); 适合(3); 更(4); 报考(5); 哪类(6); 高考(7); 开麦季(8); 指南(9); 教师(10); 职称(11)
45406,1035,122,14.28,0.3662,0.109179,0.006763,0.029952,0.001932,0.0,0.001932,专业(0); 时代(1); 选(2); 兴趣(3); 选择(4); 热门(5)
45945,883,315,5.37,0.1223,0.015855,0.003398,0.005663,0.002265,0.0,0.002265,打(0); call(1); 大学(2); 桂电(3); 欢迎(4); 桂林(5); 报考(6); 电子科技(7); 哇(8); 专业(9); 值得(10)
45356,90,45,4.02,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,热点(0); 知识(1); 英文翻译(2)
46508,136,68,4.0,0.0147,0.0,0.0,0.0,0.0,0.0,0.0,
45446,155,60,5.07,0.1613,0.019355,0.0,0.0,0.0,0.0,0.0,专业(0); 值得(1); 前景(2); 广阔(3); 一考(4); 热门(5); 方向(6); 考虑(7); 发展趋势(8)
45286,496,247,4.01,0.0121,0.0,0.0,0.0,0.0,0.0,0.0,高考(0); 志愿(1); 找(2); 夸克(3)
46246,176,16,18.69,0.5227,0.107955,0.022727,0.022727,0.0,0.0,0.0,专业(0); 领域(1); 选择(2); 方向(3); 条(4); 推荐(5)
45113,206,103,4.0,0.0097,0.0,0.0,0.0,0.0,0.0,0.0,
29122,90,14,10.29,0.3222,0.022222,0.022222,0.0,0.0,0.0,0.0,超话(0); 架构师(1); 全球(2); 科技(3); 生成式(4); 研究会(5); ChatGPT(6); 酒馆(7); 洞察(8); 企业(9); 管理(10); IT(11); 瞭望(12)
45790,754,61,18.93,0.1074,0.007958,0.0,0.001326,0.001326,0.0,0.001326,填报(0); 专业(1); 指南(2); 法学(3); 报考(4); 高考(5); 志愿(6); 博主(7); 期待(8); 精彩(9); 更(10); 支持(11); 一直(12); 快(13)
45000,5877,470,17.86,0.148,0.063638,0.009699,0.009359,0.028416,0.003233,0.025183,快乐(0); 智慧(1); 希望(2); 爱(3); 幸福(4); 老师(5); 夸克(6); 梦想(7); 支持(8)
44604,61,18,5.78,0.082,0.0,0.0,0.0,0.0,0.0,0.0,鲜花(0)
44913,5508,1594,5.85,0.0565,0.008715,0.000908,0.004539,0.005991,0.000908,0.005084,有票(0); 打(1); 开摆(2); 哪吒(3); 老师(4); 爱(5); 毕业(6); 夸克(7); 汤姆(8); 坏(9); 你好(10); 雪糕(11); 骷髅(12)
45133,262,12,35.5,0.2634,0.015267,0.003817,0.007634,0.01145,0.0,0.01145,助手(0); 上线(1); 招生(2); 贵州(3); 高校(4); 考生(5); 贵阳(6); 校园(7); 分享(8); 打(9); call(10); 送(11)
44901,5068,597,13.23,0.1884,0.086622,0.012234,0.030979,0.042423,0.000987,0.041436,不错(0); 支持(1); 喜欢(2); 恍渡止(3)
46343,2829,794,6.41,0.1736,0.001414,0.0,0.0,0.0,0.0,0.0,_(0)
45799,421,185,4.41,0.1045,0.007126,0.0,0.002375,0.0,0.0,0.0,黑线(0); 吃惊(1); 专业(2); 轉發(3); 收藏(4); 裂开(5); 猫(6); 街(7); 美少女(8); smile(9); 我家(10); 兔子(11)
46337,72,30,4.7,0.3333,0.041667,0.0,0.0,0.0,0.0,0.0,我码(0); 细软(1); 塌(2); 破防(3); 厨艺(4); 东西(5); 天赋(6); 一个月(7); 学会(8); 一种(9); 一月(10); 健身(11)
46123,12340,1801,10.06,0.0874,0.0094,0.001945,0.007374,0.010292,0.002917,0.007374,夸克(0); 鲜花(1); 专业(2); 老师(3); 心(4); 选(5)
46408,81,39,4.13,0.0864,0.0,0.0,0.012346,0.0,0.0,0.0,志愿(0); 选择(1); 一定(2); 慎重(3)
46741,174,87,4.0,0.0115,0.0,0.0,0.0,0.0,0.0,0.0,
45424,398,84,7.94,0.3492,0.105528,0.007538,0.027638,0.012563,0.0,0.012563,夸克(0); 真的(1); 张(2); 雪峰(3); 太(4); 专利(5); 靠(6); 谱(7); 方便(8)
46274,499,60,13.28,0.3968,0.168337,0.014028,0.058116,0.018036,0.004008,0.014028,夸克(0); 真的(1); 非常(2); 全面(3); 太(4); 专业(5); 确实(6)
45821,727,105,10.9,0.4195,0.072902,0.005502,0.023384,0.01238,0.006878,0.005502,悲伤(0); 哭(1); 勇气(2); 滞后性(3)
18411,225,11,31.18,0.2889,0.026667,0.004444,0.008889,0.017778,0.0,0.017778,科技(0); 行业(1); 报考(2); 一伊(3); 今年(4); 大热(5); 白城(6); 以北(7); 南方(8); 迷雾(9); 考生(10)
44834,32,16,4.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,
45126,372,37,17.81,0.4409,0.107527,0.016129,0.034946,0.002688,0.0,0.002688,掌握(0); 他们(1); 世界(2); 欧美(3); 普通人(4); 特别(5); 文科生(6)
45641,17282,2392,12.72,0.0777,0.058269,0.003703,0.026097,0.00162,0.001447,0.000174,填志愿(0); 能(1); 马光(2); 远谈(3); 经济学家(4); 志愿(5); 马光远(6); 专业(7); 分析(8)
46605,2135,301,11.37,0.2052,0.141452,0.004684,0.051522,0.025761,0.000468,0.025293,专业(0); 游戏(1); 真的(2); 一定(3); 了解(4); 选(5); 学校(6); 选择(7)
47266,1982,200,15.14,0.2941,0.095358,0.014127,0.020182,0.026236,0.001009,0.025227,夸克(0); 真的(1); 志愿(2); 希望(3); 填报(4); 错过(5); 太(6); 不要(7); 心(8)
45471,38,15,4.73,0.4211,0.026316,0.0,0.026316,0.0,0.0,0.0,英语(0); 监考(1); 四六级(2); 最学(3); 知识(4); 一天(5); Repost(6); 心(7)
46868,497,60,13.48,0.4125,0.136821,0.008048,0.036217,0.014085,0.0,0.014085,夸克(0); 真的(1); 太(2); 全面(3); 专业(4); 不错(5)
45738,524,30,26.13,0.4237,0.145038,0.013359,0.026718,0.020992,0.0,0.020992,生活(0); 世界(1); 善良(2); 只要(3); 我们(4); 那么(5); 美好(6)
45066,3128,993,5.68,0.124,0.049233,0.006714,0.015345,0.01055,0.000959,0.009591,夸克(0); 剖琳(1); 囤(2); 杖(3); 耪(4); 咽(5); 寡汾(6); 揖(7); 志愿(8)
44671,46,13,6.08,0.6522,0.043478,0.021739,0.021739,0.021739,0.0,0.021739,弟弟(0); 码住(1); 我们(2); 大学(3); 时候(4); 没人(5); 总结(6); 这些(7); 挖(8); 鼻(9); 早点(10)
45181,88,44,4.0,0.0227,0.0,0.0,0.0,0.0,0.0,0.0,
45784,650,72,15.04,0.4554,0.08,0.016923,0.030769,0.003077,0.001538,0.001538,允悲(0); 劳动(1); 就是(2)
45364,682,85,13.41,0.1364,0.055718,0.0,0.001466,0.004399,0.0,0.004399,文韬(0); 期待(1); 分享(2); 学长(3); 志愿(4); 高考(5); 哇(6); 夸克(7); 选(8); Stefan(9); 送(10); 花花(11)
45884,929,106,13.38,0.3724,0.103337,0.009688,0.009688,0.031216,0.001076,0.03014,梦想(0); 性能(1); 智慧(2); 真的(3); 入手(4); 幸福(5); 希望(6); 非常(7); 勇气(8)
44757,448,52,13.85,0.4018,0.136161,0.017857,0.044643,0.017857,0.0,0.017857,夸克(0); 真的(1); 全面(2); 太(3); 清晰(4); 就是(5); 专业(6); 方便(7); 我们(8); 一下(9)
18037,114,10,18.7,0.7632,0.105263,0.008772,0.026316,0.008772,0.0,0.008772,新闻(0); 媒体(1); 选择(2); 好好(3); 对于(4); 这份(5); 指南(6); 太(7); 传播(8); 适配(9); 创意(10); 人能(11)
47506,68,12,10.08,0.5735,0.088235,0.014706,0.029412,0.029412,0.0,0.029412,深圳大学(0); 专业(1); 特色(2); 坚持(3); 就是(4); 很多(5); 超话(6); 哪些(7); 优势(8); 学科(9); 深圳(10); 胜利(11); 给力(12)
44786,4427,176,40.23,0.1814,0.0829,0.009261,0.030269,0.00384,0.002485,0.001355,网红(0); 红(1); 媒体(2); 当网(3); 不是(4); 专业(5); 出来(6); 而且(7); 干(8)
46282,393,66,9.64,0.3791,0.16285,0.017812,0.040712,0.007634,0.0,0.007634,夸克(0); 真的(1); 现在(2); 太(3); 非常(4); 方便(5); 全面(6); 问题(7); 实用(8); 专业(9)
47494,277,33,14.61,0.4549,0.115523,0.032491,0.00361,0.01083,0.0,0.01083,茉莉花(0); 文化(1); 企业(2); 壮乡(3); 融合(4); 创新(5); 乡村(6); 特色(7); 期待(8); 该(9); 推动(10)
46277,419,51,13.16,0.4105,0.159905,0.01432,0.050119,0.01432,0.0,0.01432,夸克(0); 真的(1); 专业(2); 不错(3); 全面(4); 现在(5); 确实(6); 太(7)
47321,247,21,19.67,0.5789,0.05668,0.040486,0.024291,0.0,0.004049,-0.004049,法学(0); 法律(1); 不小(2); 合规(3); 金融(4); 风控(5); 岗(6); 还有(7); 其他(8); 五院(9); 四系(10)
18378,86,10,14.3,0.7093,0.069767,0.011628,0.023256,0.023256,0.011628,0.011628,华为(0); 浏览器(1); 志愿(2); 这样(3); 高考(4); 好帮手(5); 功能(6); 能(7); 填志愿(8)
46093,2749,299,14.4,0.3048,0.116042,0.00873,0.05602,0.027283,0.000728,0.026555,证书(0); 提额(1); 真的(2); 能(3); 职业(4)
47424,56,18,5.33,0.5179,0.089286,0.0,0.0,0.035714,0.0,0.035714,关注(0); 真的(1); 太(2); 力(3); 继续(4); 加油(5); 突破(6); 还会(7); 更(8); 高(9)
44749,456,50,14.32,0.3904,0.142544,0.002193,0.041667,0.015351,0.0,0.015351,夸克(0); 真的(1); 专业(2); 太(3); 全面(4); 谱(5); 不错(6)
45009,905,64,22.41,0.3028,0.066298,0.003315,0.024309,0.005525,0.00663,-0.001105,夸克(0); 志愿(1); 专业(2); 高考(3); 填志愿(4); 帮(5); 还(6); 重要(7)
43770,1296,42,49.26,0.0856,0.057099,0.003086,0.034722,0.0,0.0,0.0,专业(0); 敲(1); 代码(2); 疑神疑鬼(3); 建筑(4); 经济学(5); 现在(6)
20970,111,10,18.1,0.7748,0.126126,0.009009,0.027027,0.018018,0.0,0.018018,专业(0); 选择(1); 迷茫(2); 真的(3); 机会(4); 比较(5); 对于(6); 来说(7); 不错(8)
44472,2161,148,22.89,0.2925,0.052753,0.004165,0.019435,0.003702,0.001388,0.002314,脉脉(0); 花旗(1); HR(2); 求职(3); 机会(4)
45700,458,56,13.18,0.3996,0.163755,0.021834,0.037118,0.021834,0.0,0.021834,夸克(0); 真的(1); 工科(2); 专业(3); 非常(4); 不错(5); 方向(6); 太(7)
45974,60,30,4.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,
46600,197,92,4.22,0.1066,0.010152,0.0,0.0,0.005076,0.0,0.005076,提供(0); 很多(1); 这次(2); 活动(3); 太棒了(4); 有志者(5); 参加(6); 找(7); 快(8)
45702,419,46,14.41,0.3461,0.145585,0.02148,0.057279,0.016706,0.0,0.016706,夸克(0); 真的(1); 全面(2); 不错(3); 太(4); 带来(5); 专业(6); 打(7); call(8); 实用(9); 确实(10)
47409,200,100,4.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,
45070,54,15,8.2,0.6111,0.018519,0.0,0.055556,0.0,0.0,0.0,Repost(0); 启思(1); Cheers(2); _(3); ThySelfStudio(4); 英语系(5); 教育(6); 改革(7); 新思路(8); 英语专业(9); 现在(10)
45705,420,65,10.66,0.3595,0.121429,0.011905,0.019048,0.016667,0.0,0.016667,夸克(0); 真的(1); 全面(2); 专业(3); 太(4); 选(5); 一下(6); 建议(7); 体验(8)
33005,1597,86,31.3,0.1415,0.027552,0.010019,0.011897,0.008766,0.0,0.008766,试用期(0); 工资(1); 天津市(2); 增加(3); 元(4); 慵懒(5); 小(6); 金鱼(7); 爱(8); 阅读(9); 女生(10)
46076,189,39,8.46,0.3016,0.015873,0.005291,0.0,0.0,0.0,0.0,超话(0); 教育(1); 学生(2); 道(3); 才(4); 中国(5); 知行合一(6)
45933,492,51,15.16,0.4207,0.142276,0.022358,0.056911,0.022358,0.006098,0.01626,夸克(0); 功能(1); 真的(2); 志愿(3); 太(4); 我们(5)
45931,435,52,13.04,0.3609,0.174713,0.013793,0.022989,0.027586,0.002299,0.025287,夸克(0); 真的(1); 不错(2); 太(3); 建议(4); 专业(5); 非常(6); 全面(7)
46121,383,46,13.35,0.4125,0.117493,0.020888,0.057441,0.020888,0.0,0.020888,真的(0); 夸克(1); 全面(2); 方便(3); 越来越(4); 很多(5); 我们(6); 现在(7)
29177,51,11,7.55,0.6471,0.019608,0.019608,0.0,0.058824,0.0,0.058824,知识(0); 感谢(1); 崇哥(2); 欣怡(3); 姐(4); 分享(5); 心(6); 打(7); call(8); 全方位(9)
44773,257,43,10.63,0.5136,0.050584,0.019455,0.027237,0.007782,0.0,0.007782,信息(0); 就是(1); 孩子(2); 选择(3); 尽可能(4); 考好(5); 读(6)
45168,145,61,4.56,0.1862,0.013793,0.0,0.0,0.0,0.0,0.0,那么(0); 问题(1); 某个(2); 平台(3); 拿到(4); 意向(5); 数据(6); 足够(7); 多(8); 之后(9); 当年(10)
45753,53,20,4.85,0.3396,0.0,0.0,0.018868,0.0,0.0,0.0,飞(0); 张老师(1); 不像(2); 风(3); 啊啊啊(4); 泪(5); 不了(6); 收藏(7); 儿子(8)
44483,156,78,4.0,0.0128,0.0,0.0,0.0,0.0,0.0,0.0,
17290,80,10,11.9,0.525,0.025,0.0,0.0875,0.025,0.0,0.025,可爱(0); 没(1); 哪吒(2); 嗯(3); 就是(4); 家长(5); 经过(6); 同意(7); 花(8); 几千块(9); 钱(10)
